date;budgetYear;description;amountUSD;srcOrganization;srcOrganizationTypes;srcLocations;srcUsageYearStart;srcUsageYearEnd;destPlan;destPlanCode;destPlanId;destOrganization;destOrganizationTypes;destGlobalClusters;destLocations;destProject;destProjectCode;destEmergency;destUsageYearStart;destUsageYearEnd;contributionType;flowType;method;boundary;onBoundary;status;firstReportedDate;decisionDate;keywords;originalAmount;originalCurrency;exchangeRate;id;refCode;createdAt;updatedAt;;
#date;#date+year+budget;#description+notes;#value+funding+total+usd;#org+name+funder;#org+type+funder+list;#country+iso3+funder+list;#date+year+start+funder;#date+year+end+funder;#activity+appeal+name;#activity+appeal+id+external;#activity+appeal+id+fts_internal;#org+name+impl;#org+type+impl+list;#sector+cluster+name+list;#country+iso3+impl+list;#activity+project+name;#activity+project+code;#crisis+name;#date+year+start+impl;#date+year+end+impl;#financial+contribution+type;#financial+contribution+type;#financial+method;#financial+direction;#financial+direction+type;#status+text;#date+reported;#date+decision;#description+keywords;#value+funding+total;#value+funding+total+currency;#financial+fx;#activity+id+fts_internal;#activity+code;#date+created;#date+updated;;
Humanitarian Coordination, Info Management & Assessments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"USAID / BHA"",500000,""United States of America, Government of"",Governments,USA,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International NGOs (Confidential),NGOs,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-04-17,2023-12-15,USAID/BHA,,,,306141,720BHA24CA00008,2024-04-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-12-13,,""Sudan HRP Announced April 15th 2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Program Support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"USAID / BHA"",1038841,""United States of America, Government of"",Governments,USA,2024,2024,,,,,,Other,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2024-04-17,2023-12-15,USAID/BHA,,,,306142,Sudan/CE	Sudan	Program Support,2024-04-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-11-29,2023,Nutritional assistance program for children aged 6 to 59 months and pregnant and breastfeeding women or girls suffering from moderate acute malnutrition through the provision of specialised nutritious foods (RUSF - Plumpy Sup),0,""France, Government of"",Governments,FRA,2023,2023,,,,World Food Programme,Multilateral Organizations,Nutrition,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-12-11,2023-11-29,Multiyear,0,EUR,0.937,296428,N/A,2023-12-12,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-11-24,2024,Durable solutions  for two million internally displaced people in the Darfur region,208768,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Emergency Shelter and NFI,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-11-24,,,200000,CHF,0.958,294979,7F-11141.01,2023-11-24,2024-01-17";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-11-06,2023,""Emergency initiative targeting the moving population and the hosting communities in Sudan affected by theoutbreak of the conflict started on April 15, 2023."",5302227,""Italy, Government of"",Governments,ITA,2023,2023,,,,Italian Agency for Development Cooperation,Other,Protection,SDN,,,Sudan Complex Emergency 2023,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-11-21,2023-11-06,Multiyear,5000000,EUR,0.943,294252,012846/01/0,2023-11-22,2023-11-23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-10-25,2023,Saudi Arabia (through KSA) Contribution to OCHA 2024,500000,""Saudi Arabia (Kingdom of), Government of"",Governments,SAU,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Office for the Coordination of Humanitarian Affairs,Multilateral Organizations,Coordination and support services,SDN,Strengthening Humanitarian Coordination and Common Services in Sudan,HSDN24-CSS-209392-1,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-11-07,2023-10-24,,,,,292657,OCT/SAU/2023/75825/OCHA(OCHA)/SDN/82168 KSrelief/027/2023,2024-04-06,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-10-20,2023,""Lifesaving Emergency Response to War-Affected IDPs in Gedaref State, Sudan"",0,""Sweden, Government of"",Governments,SWE,2023,2023,,,,Islamic Relief Worldwide,NGOs,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-10-21,2023-10-20,Multiyear,0,SEK,10.88,291695,Sida contribution nr: 15157,2023-10-22,2023-10-23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-10-06,2023,Sudan emergency,0,""Germany, Government of"",Governments,DEU,2023,2023,,,,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,""Food Security,Nutrition,Protection,Protection - Child Protection,Water Sanitation Hygiene"",SDN,,,,2023,2025,in kind,Parked,Traditional aid,incoming,shared,commitment,2023-10-07,2023-10-06,Multiyear,0,EUR,0.948,291097,BF-F-PF-2-321.50/AFR/SDN/DWHH/,2023-10-08,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-10-06,2024,""Livelihoods and Economic inclusion for IDPs, Returnees and Host Communities in East (Red Sea, Kassala and Gedaref) and West Sudan (North Darfur)."",2742616,""Germany, Government of"",Governments,DEU,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,""Emergency Shelter and NFI,Food Security,Nutrition,Protection,Protection - Child Protection,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,in kind,Standard,Traditional aid,incoming,single,commitment,2023-10-07,2023-10-06,Multiyear,2600000,EUR,0.948,291099,BF-F-PF-2-321.50/AFR/SDN/DWHH/,2023-10-08,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-21,2024,Support to WHO's Health Emergency Appeal 2023Response to disease outbreaks and health crises in Africa,225564,""Germany, Government of"",Governments,DEU,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Health Organization,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2023-12-12,2023-09-21,Multiyear,210000,EUR,0.931,296536,F-PF-2-2-321.50/AFR/mult/WHO/2,2023-12-13,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-21,2024,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,229759,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Health Organization,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-23,2023-09-21,Multiyear,210000,EUR,0.914,300253,321.50/AFR/mult/WHO/2023/01,2024-01-24,2024-01-30";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-18,2023,""Humanitarian Logistics: enhancing joint approaches, fostering well informed and coordinated humanitarian logistic preparedness and response"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,World Food Programme,Multilateral Organizations,Logistics,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-19,2023-09-18,Multiyear,0,EUR,0.9337,288593,ECHO/HLP/BUD/2023/91005,2023-12-22,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-14,2022,""Sudan	Health	Multi-sectoral emergency response to conflict affected populations in Darfur States, Sudan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"-- usa / bha"",900000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Cash transfer programming (CTP),incoming,single,paid,2023-11-18,2023-08-14,USAID/BHA,,,,293795,720BHA23GR00324,2023-11-18,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-13,2023,Responding to the humanitarian needs of the internally displaced people in South Kordofan as a result of the Sudan conflict,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,ACT Alliance / DanChurchAid,NGOs,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-15,2023-09-13,Multiyear,0,EUR,0.914,288195,ECHO/-HF/BUD/2023/91072,2023-09-16,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-13,2023,Responding to the humanitarian needs of the internally displaced people in South Kordofan as a result of the Sudan conflict,2188184,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,ACT Alliance / DanChurchAid,NGOs,""Emergency Shelter and NFI,Food Security"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-09-15,2023-09-13,Multiyear,2000000,EUR,0.914,288217,ECHO/-HF/BUD/2023/91072,2023-09-18,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-13,2022,Sudan	Health	Provision of emergency multisectoral assistance to conflict-affected populations in Sudan,1069803,""France, Government of"",Governments,FRA,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-11-18,2023-09-13,,987000,EUR,0.9226,293806,CASPER 2023-266,2023-11-18,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-11,2022,""Sudan	Health	Integrated emergency response through access to quality basic health, nutrition and psychosocial support services to conflict-affected population in the Gedaref-Madani axis, Sudan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"-- usa / bha"",4000000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,paid,2023-11-18,2023-09-11,""Multiyear,USAID/BHA"",,,,293792,720BHA23GR00288,2023-11-23,2024-01-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-11,2023,Sudan/CE	Sudan,0,""United States of America, Government of"",Governments,USA,2023,2023,,,,Première Urgence Internationale,NGOs,""Health,Nutrition,Protection"",SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-11-19,2023-09-11,Multiyear,,,,294848,720BHA23GR00288,2023-11-23,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-07,2024,Flexible humanitarian funding from Save the Children International's Humanitarian Fund -WASH,62500,Save the Children,NGOs,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Water Sanitation Hygiene,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-11-12,2023-09-07,,,,,293870,99701251,2023-11-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-07,2024,Flexible humanitarian funding from Save the Children International's Humanitarian Fund -Protection - Child Protection,62500,Save the Children,NGOs,,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-11-12,2023-09-07,,,,,293871,99701251,2023-11-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-05,2023,Integrated life-saving support in Health and Nutrition for conflict affected populations in in East Darfur and South Darfur States,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,CARE International,NGOs,""Health,Nutrition"",SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-06,2023-09-05,Multiyear,0,EUR,0.914,288867,ECHO/-HF/BUD/2023/91071,2023-09-20,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-05,2023,Integrated life-saving support in Health and Nutrition for conflict affected populations in in East Darfur and South Darfur States,1094092,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,CARE International,NGOs,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-09-06,2023-09-05,Multiyear,1000000,EUR,0.914,289063,ECHO/-HF/BUD/2023/91071,2023-09-21,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-09-04,2023,Multi-sectoral humanitarian response for armed conflict IDPs in Sudan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Norwegian Refugee Council,NGOs,Multi-sector,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-05,2023-09-04,Multiyear,0,EUR,0.914,288860,ECHO/-HF/BUD/2023/91073,2023-09-20,2024-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-04,2023,""Provision of Urgent Emergency WASH, Shelter, Protection and MPCA for IDPs in White Nile, Sennar,  Gazira and Gedaref States"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,Save the Children,NGOs,""Protection,Water Sanitation Hygiene"",SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-05,2023-09-04,Multiyear,0,EUR,0.914,288862,ECHO/-HF/BUD/2023/91074,2023-12-28,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-04,2023,""Provision of Urgent Emergency WASH, Shelter, Protection and MPCA for IDPs in White Nile, Sennar, and Gazira States"",2735230,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,""Emergency Shelter and NFI,Protection,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-09-05,2023-09-04,Multiyear,2500000,EUR,0.914,289065,ECHO/-HF/BUD/2023/91074,2023-09-21,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-09-04,2023,Multi-sectoral humanitarian response for armed conflict IDPs in Sudan.,3209336,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,""Emergency Shelter and NFI,Food Security,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-09-05,2023-09-04,Multiyear,2933333,EUR,0.914,289067,ECHO/-HF/BUD/2023/91073,2023-09-21,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-08-30,2023,East & Southern Africa - United Nations Humanitarian Air Service - 2023,2738225,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,World Food Programme,Multilateral Organizations,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-31,2023-08-30,Multiyear,2500000,EUR,0.913,288819,ECHO/-HF/BUD/2023/91070,2023-09-20,2024-05-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-24,2023,""Sudan	Health	Integrated response to emergency needs in Nutrition, WASH, Health and Protection for recently displaced populations and other disaster-affected people in West and Central Darfur"",1220400,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Première Urgence Internationale,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2023-11-19,2023-08-24,Multiyear,1125941,EUR,0.9226,293833,2023/00543/MR/01/03	     ECHO/-HF/BUD/2023/91015,2023-11-19,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-22,2023,Annual Programme 2023 - Contribution earmarked at the situation level (Sahel situation),3677011,""Denmark, Government of"",Governments,DNK,2023,2023,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,,""CMR,MLI,MRT,NER,NGA,SDN,SEN,TCD"",,,,2023,2026,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-03,2023-08-22,Multiyear,25000000,DKK,6.799,298135,2022 - 11701,2024-01-04,2024-01-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-22,2023,Annual Programme 2023,2206207,""Denmark, Government of"",Governments,DNK,2023,2023,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Other,SDN,,,Sudan Complex Emergency 2023,2023,2026,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-03,2023-08-22,Multiyear,15000000,DKK,6.799,298156,2022 - 11701,2024-01-04,2024-01-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-22,2023,DERF 2023 commitment  - Special call for the humanitarian crisis in Sudan. ,129431,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Civil Society in Development,NGOs,Other,SDN,,,Sudan Complex Emergency 2023,2023,2024,financial,Standard,Traditional aid,incoming,shared,commitment,2024-01-03,2023-08-22,Multiyear,880000,DKK,6.799,298178,2021 - 19719,2024-01-04,2024-01-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-07,2023,Strengthen GBV prevention mechanism,2120000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-11-19,2023-08-07,USAID/BHA,,,,295108,720BHA23IO00121,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-07,2023,Strengthen GBV prevention mechanism,800000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2023-11-19,2023-08-07,USAID/BHA,,,,295110,720BHA23IO00121,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-08-07,2023,Strengthen GBV prevention mechanism,1080000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-11-19,2023-08-07,USAID/BHA,,,,295112,720BHA23IO00121,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2023,""Multisector humanitarian response in Sudan - Gender-Focused Multi-Sectoral (GFMS) Humanitarian Response Project in East Darfur, South Darfur, and Jebel Marra, Sudan 2023-2025– CARE Sudan"",0,""Canada, Government of"",Governments,CAN,2023,2023,,,,CARE International,NGOs,Health,SDN,,,,2023,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2023-04-28,2023-03-27,Multiyear,0,CAD,1.35,276896,P012509001 -HSDN23-HEA-194069-2,2023-05-02,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2022,""Gender-responsive nutrition support and enabling nutrition environment to the most vulnerable women, men, boys and girls in South Sudan and Sudan Global Food Crisis, South Sudan and Sudan, Nutrition, 2022"",0,""Canada, Government of"",Governments,CAN,2022,2022,,,,CARE International,NGOs,,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,paid,2023-07-20,2022-02-20,Multiyear,0,CAD,1.256,284046,P011404 / PO# 743915HSDN23-NUT-194058-2,2023-07-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2022,""Gender-responsive nutrition support and enabling nutrition environment to the most vulnerable women, men, boys and girls in South Sudan and Sudan Global Food Crisis, South Sudan and Sudan, Nutrition, 2022"",1074841,""Canada, Government of"",Governments,CAN,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,CARE International,NGOs,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,paid,2023-07-20,2022-02-20,Multiyear,1350000,CAD,1.256,284053,P011404 / PO# 743915HSDN23-NUT-194058-2,2023-07-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2023,Multi-sectoral and Integrated Humanitarian Assistance for the Conflict Displaced and Most Vulnerable Populations in East and South Darfur,0,""United States of America, Government of"",Governments,USA,2023,2023,,,,CARE International,NGOs,Multi-sector,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,paid,2023-06-16,2022-09-15,Multiyear,,,,284071,720BHA22GR00307 - HSDN23-RR-194776-2 "; HSDN23-NUT-194058-2 ; HSDN23-HEA-194069-2,2023-07-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2023,Multi-sectoral and Integrated Humanitarian Assistance for the Conflict Displaced and Most Vulnerable Populations in East and South Darfur,4032976,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,CARE International,NGOs,""Health,Nutrition,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,paid,2023-06-16,2022-09-15,Multiyear,,,,284074,720BHA22GR00307 - HSDN23-RR-194776-2 "; HSDN23-NUT-194058-2 ; HSDN23-HEA-194069-2,2023-07-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-20,2023,""Multisector humanitarian response in Sudan - Gender-Focused Multi-Sectoral (GFMS) Humanitarian Response Project in East Darfur, South Darfur, and Jebel Marra, Sudan 2023-2025– CARE Sudan"",1061431,""Canada, Government of"",Governments,CAN,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,CARE International,NGOs,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2023-04-28,2023-03-27,Multiyear,1432932,CAD,1.35,284082,P012509001 -HSDN23-HEA-194069-2,2023-07-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-17,2023,Sudan Humanitarian Response Plan	Sudanese	Sudan	United Nations Population Fund,600000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-22,2023-05-01,USA/BPRM,,,,295148,SPRMCO23VC0090,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-17,2023,Sudan Humanitarian Response Plan	Sudanese	Sudan	United Nations Population Fund,1350000,""United States of America, Government of"",Governments,USA,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Population Fund,Multilateral Organizations,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,commitment,2023-08-22,2023-05-01,USA/BPRM,,,,295149,SPRMCO23VC0090,2023-11-24,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-07-13,2023,Emergency Response Fund 2023 -  Humanitarian response as a result of conflict,165172,""Denmark, Government of"",Governments,DNK,2023,2023,,,,Danish Red Cross,Red Cross/Red Crescent Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2023,2025,financial,Standard,Traditional aid,incoming,shared,commitment,2023-10-04,2023-07-13,Multiyear,1123500,DKK,6.802,290970,2022 - 2523,2023-10-05,2023-10-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-06-19,2023,Multilateral contribution to the affected population,0,""Italy, Government of"",Governments,ITA,2023,2023,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-06-29,2023-06-19,Multiyear,0,EUR,0.927,282761,NS,2023-06-30,2023-07-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-06-19,2023,Multilateral contribution to the affected population,1887810,""Italy, Government of"",Governments,ITA,2023,2023,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-06-29,2023-06-19,Multiyear,1750000,EUR,0.927,282969,NS,2023-07-04,2023-07-04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-06-01,2023,Sudan: Education,554582,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Parked,Traditional aid,incoming,single,paid,2023-06-21,2023-06-01,Multiyear,516870,EUR,0.932,296078,SM230351	ECHO/-HF/BUD/2023/91023,2023-12-08,2024-04-07";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2023-05-25,2023,""Enhancing Humanitarian Access and Protection of Civilians While Engaging Armed Actors, Civil Society Organisations and Community Leaders Across East Africa"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,""ACT Alliance / Diakonia, Sweden"",NGOs,,SDN,,,,2023,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-09,2023-05-25,Multiyear,0,EUR,0.917,285718,ECHO/-HF/BUD/2023/91055,2023-08-10,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
