date;budgetYear;description;amountUSD;srcOrganization;srcOrganizationTypes;srcLocations;srcUsageYearStart;srcUsageYearEnd;destPlan;destPlanCode;destPlanId;destOrganization;destOrganizationTypes;destGlobalClusters;destLocations;destProject;destProjectCode;destEmergency;destUsageYearStart;destUsageYearEnd;contributionType;flowType;method;boundary;onBoundary;status;firstReportedDate;decisionDate;keywords;originalAmount;originalCurrency;exchangeRate;id;refCode;createdAt;updatedAt;;
#date;#date+year+budget;#description+notes;#value+funding+total+usd;#org+name+funder;#org+type+funder+list;#country+iso3+funder+list;#date+year+start+funder;#date+year+end+funder;#activity+appeal+name;#activity+appeal+id+external;#activity+appeal+id+fts_internal;#org+name+impl;#org+type+impl+list;#sector+cluster+name+list;#country+iso3+impl+list;#activity+project+name;#activity+project+code;#crisis+name;#date+year+start+impl;#date+year+end+impl;#financial+contribution+type;#financial+contribution+type;#financial+method;#financial+direction;#financial+direction+type;#status+text;#date+reported;#date+decision;#description+keywords;#value+funding+total;#value+funding+total+currency;#financial+fx;#activity+id+fts_internal;#activity+code;#date+created;#date+updated;;
"2022-05-07,2022,""Supporting access to quality life-sustaining education programmes for displaced, conflict-affected, and otherwise vulnerable children and adolescents in Sudan"",1189203,Education Cannot Wait Fund,Pooled Funds,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Pass through,Traditional aid,incoming,single,paid,2022-12-11,2022-05-07,,,,,274012,22-ECW-MYRP-0022-Save the Children Norway (Sudan),2023-03-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-05-03,2022,Support the delivery of essential health and nutrition supplies and services to address the needs of the most vulnerable mothers and children in Sudan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,United Nations Children's Fund,Multilateral Organizations,""Health,Nutrition"",SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-05-06,2022-05-03,Multiyear,0,EUR,0.952,251395,ECHO/-AF/BUD/2022/91012,2023-12-28,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-05-03,2023,Support the delivery of essential health and nutrition supplies and services to address the needs of the most vulnerable mothers and children in Sudan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2023,2023,,,,United Nations Children's Fund,Multilateral Organizations,""Health,Nutrition"",SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-06-20,2022-05-03,Multiyear,0,EUR,0.909,282284,ECHO/-AF/BUD/2022/91012,2023-12-28,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-05-03,2022,""Support the delivery of essential health and nutrition supplies and services to address the needs of the most vulnerable mothers and children in Sudan.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"---- Nutrition"",1575630,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Nutrition,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2022-05-06,2022-05-03,Multiyear,1500000,EUR,0.952,282653,SM220328 	ECHO/-AF/BUD/2022/91012,2023-08-10,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-22,2022,""Improving access to and utilization of integrated, life-saving health, nutrition, disaster preparedness, protection, basic needs and livelihoods services for the most vulnerable IDPs, refugees and host communities in South Kordofan, West and Central Darfur, Blue Nile and Khartoum"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,Save the Children,NGOs,Multi-sector,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-04-29,2022-04-22,Multiyear,0,EUR,0.92,251163,ECHO/-AF/BUD/2022/91008,2023-10-07,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-22,2022,""Improving access to and utilization of integrated, life-saving health, nutrition, disaster preparedness, protection, basic needs and livelihoods services for the most vulnerable IDPs, refugees and host communities in South Kordofan, West and Central Darfur, Blue Nile and Khartoum"",2099638,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-29,2022-04-22,Multiyear,1931667,EUR,0.92,266050,ECHO/-AF/BUD/2022/91008,2022-12-23,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-22,2022,""Improving access to and utilization of integrated, life-saving health, nutrition, disaster preparedness, protection, basic needs and livelihoods services for the most vulnerable IDPs, refugees and host communities in South Kordofan, West and Central Darfur, Blue Nile and Khartoum"",2099638,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,""Food Security,Health,Nutrition,Protection"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-10-06,2022-04-22,Multiyear,1931667,EUR,0.92,291138,ECHO/-AF/BUD/2022/91008,2023-10-09,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,International Organization for Migration,Multilateral Organizations,,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-05-03,2022-04-11,Multiyear,0,EUR,0.896,251211,ECHO/-AF/BUD/2022/91002,2023-09-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,259352,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Organization for Migration,Multilateral Organizations,Protection - Gender-Based Violence,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-03,2022-04-11,Multiyear,232379,EUR,0.896,277225,ECHO/-AF/BUD/2022/91002,2023-05-08,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,228930,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-03,2022-04-11,Multiyear,205121,EUR,0.896,277226,ECHO/-AF/BUD/2022/91002,2023-05-08,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,International Organization for Migration,Multilateral Organizations,,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-08-26,2022-04-11,Multiyear,0,EUR,0.896,286707,ECHO/-AF/BUD/2022/91002,2023-09-20,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,426558,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Organization for Migration,Multilateral Organizations,Emergency Shelter and NFI,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-26,2022-04-11,Multiyear,382196,EUR,0.896,286835,ECHO/-AF/BUD/2022/91002,2023-08-28,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,189150,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Organization for Migration,Multilateral Organizations,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-26,2022-04-11,Multiyear,169478,EUR,0.896,286836,ECHO/-AF/BUD/2022/91002,2023-08-28,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-04-11,2022,Addressing humanitarian needs by providing information management support and distributing essential non-food items to displaced and vulnerable crisis-affected populations in Sudan.,81837,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Organization for Migration,Multilateral Organizations,Coordination and support services,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-08-26,2022-04-11,Multiyear,73326,EUR,0.896,286841,ECHO/-AF/BUD/2022/91002,2023-08-28,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-06,2022,""Multi-sector emergency lifesaving response for populations in North Darfur and South Kordofan that are affected by conflict, climate shocks or epidemic outbreaks, including resident populations in IPC 3+ areas"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,GOAL,NGOs,,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-04-07,2022-04-06,Multiyear,0,EUR,0.896,249465,ECHO/-AF/BUD/2022/91003,2023-12-15,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-06,2022,""Multi-sector emergency lifesaving response for populations in North Darfur and South Kordofan that are affected by conflict, climate shocks or epidemic outbreaks, including resident populations in IPC 3+ areas"",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,,,,GOAL,NGOs,,SDN,,,,2022,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-04-07,2022-04-06,""Multiyear,COVID-19 Assistance"",0,EUR,0.896,249466,ECHO/-AF/BUD/2022/91003,2023-12-15,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-06,2022,""Multi-sector emergency lifesaving response for populations in North Darfur and South Kordofan that are affected by conflict, climate shocks or epidemic outbreaks, including resident populations in IPC 3+ areas"",491443,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,GOAL,NGOs,""Health,Nutrition,Other"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-07,2022-04-06,Multiyear,440333,EUR,0.896,268851,ECHO/-AF/BUD/2022/91003,2023-02-09,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-04-06,2022,""Multi-sector emergency lifesaving response for populations in North Darfur and South Kordofan that are affected by conflict, climate shocks or epidemic outbreaks, including resident populations in IPC 3+ areas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Covid-19 Assistance"",9300,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2022,2022,Sudan Humanitarian Response Plan 2024,HSDN24,1188,GOAL,NGOs,""Health,Nutrition,Other"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-07,2022-04-06,""Multiyear,COVID-19 Assistance"",9667,EUR,0.896,268862,ECHO/-AF/BUD/2022/91003,2023-02-09,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022-01-20,2024,""Durable Solutions, HLP - Sudan Crisis 2023"",228311,""Switzerland, Government of"",Governments,CHE,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Emergency Shelter and NFI,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-01-14,,,200000,CHF,0.876,304923,7F-10728.01,2024-03-30,2024-03-30";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-11-27,2021,Germany Contribution to Sudan Humanitarian Fund (SHF) (MPTF-SU) 2024,1146789,""Germany, Government of"",Governments,DEU,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Sudan Humanitarian Fund,Pooled Funds,,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2024-02-13,2021-11-27,,1000000,EUR,0.872,301818,OCT/DEU/2024/75551/OCHA(CBPF-MPTF)/SDN/81815,2024-02-16,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-11-23,2021,""ICRC Assistance, Protection, Prevention ans Cooperation Activities in the Africa region (loosely earmarked) in 2021 -2024"",0,""Germany, Government of"",Governments,DEU,2021,2024,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Protection,""BFA,CAF,COD,DZA,ETH,LBY,MLI,MOZ,MRT,NER,NGA,SDN,SOM,SSD,TCD"",,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-02-22,2021-11-23,Multiyear,0,EUR,0.872,271045,F-PF-2-321.50 AFR 02/21,2023-02-23,2024-04-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-11-23,2024,""ICRC Assistance, Protection, Prevention ans Cooperation Activities in the Africa region (loosely earmarked) in 2021 -2024"",324754,""Germany, Government of"",Governments,DEU,2024,2024,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-02-22,2021-11-23,Multiyear,296500,EUR,0.913,271104,F-PF-2-321.50 AFR 02/21,2024-02-11,2024-02-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-11-02,2021,multisectoral response to meet the basic humanitarian needs of people affected by displacement and vulnerable host communities in East Africa,0,""Germany, Government of"",Governments,DEU,2021,2021,,,,Norwegian Refugee Council,NGOs,,""BFA,CAF,ETH,KEN,MLI,MOZ,NER,NGA,SDN,SOM,SSD,UGA"",,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2021-11-05,2021-11-02,Multiyear,0,EUR,0.858,242108,S09-47-321.50 AFR 11/21,2021-11-06,2024-04-16";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-11-02,2024,multisectoral response to meet the basic humanitarian needs of people affected by displacement and vulnerable host communities in East Africa,1781800,""Germany, Government of"",Governments,DEU,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Norwegian Refugee Council,NGOs,Water Sanitation Hygiene,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2021-11-05,2021-11-02,Multiyear,1528784,EUR,0.858,242145,S09-47-321.50 AFR 11/21,2023-11-23,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-09-03,2024,Emergency aid in the areas of protection and health as well as cash transfers for those in particular need of protection,0,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Rescue Committee,NGOs,""Food Security,Health,Nutrition,Other,Protection"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-02-16,2021-09-03,Multiyear,0,EUR,0.848,270571,AA-S09-321.50 AFR 12/21,2023-11-22,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-07-19,2021,Multisectoral humanitarian response to the deteriorating food situation with a focus on severely affected crisis contexts in Sub-Saharan Africa,0,""Germany, Government of"",Governments,DEU,2021,2024,,,,Action Contre la Faim - Action Against Hunger International,NGOs,Food Security,""ETH,MLI,SDN,SOM,SSD,UGA"",,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2021-07-19,2021-07-19,Multiyear,0,EUR,0.838,235706,AA-S09 321.50 AFR 03/21,2021-07-20,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-07-19,2024,Multisectoral humanitarian response to the deteriorating food situation with a focus on severely affected crisis contexts in Sub-Saharan Africa,694654,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Action Contre la Faim - Action Against Hunger International,NGOs,""Food Security,Health,Nutrition,Water Sanitation Hygiene"",SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2021-07-19,2021-07-19,Multiyear,582120,EUR,0.838,235729,AA-S09 321.50 AFR 03/21,2023-02-11,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-07-12,2021,Aid and protection measures for refugees and internally displaced persons in the East Africa / Great Lakes region,42227563,""Germany, Government of"",Governments,DEU,2021,2024,,,,United Nations High Commissioner for Refugees,Multilateral Organizations,Multi-sector,""BDI,DJI,ERI,ETH,KEN,RWA,SDN,SOM,SSD,TZA,UGA"",,,,2021,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2021-07-12,2021-07-12,Multiyear,35386698,EUR,0.838,235346,AA-S09-321.50 AFR 06/21,2021-07-13,2024-04-19";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-07-12,2024,Aid and protection measures for refugees and internally displaced persons in the East Africa / Great Lakes region,108483,""Germany, Government of"",Governments,DEU,2024,2024,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations High Commissioner for Refugees,Multilateral Organizations,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2021-07-12,2021-07-12,Multiyear,90909,EUR,0.838,235387,AA-S09-321.50 AFR 06/21,2021-07-13,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-06-25,2021,Providing protection and humanitarian assistance to persons of concern in in the East and Horn of Africa and the Great Lakes region,0,""Germany, Government of"",Governments,DEU,2021,2021,,,,United Nations Children's Fund,Multilateral Organizations,,""BDI,DJI,ETH,KEN,RWA,SDN,SOM,SSD,TZA,UGA"",,,,2021,2025,financial,Parked,Traditional aid,incoming,shared,commitment,2022-12-22,2021-06-25,Multiyear,0,EUR,0.82,265881,PF-2-321.50 AFR 06/21,2022-12-23,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-06-25,2024,Providing protection and humanitarian assistance to persons of concern in in the East and Horn of Africa and the Great Lakes region,492179,""Germany, Government of"",Governments,DEU,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-12-22,2021-06-25,Multiyear,403587,EUR,0.82,265923,PF-2-321.50 AFR 06/21,2023-12-06,2024-05-09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-01,2021,Integrated humanitarian response services for vulnerable populations in Sudan,0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,,,,International Rescue Committee,NGOs,,SDN,,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-09-15,2021-06-01,Multiyear,0,EUR,0.82,288196,ECHO/-AF/BUD/2021/91021,2023-09-16,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-01,2021,Integrated humanitarian response services for vulnerable populations in Sudan,1856038,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,International Rescue Committee,NGOs,Multi-sector,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2023-09-15,2021-06-01,Multiyear,1521951,EUR,0.82,288224,ECHO/-AF/BUD/2021/91021,2023-09-18,2023-12-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile, Central Darfur, North Darfur, Khartoum and Al Jazira states of Sudan."",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,,,,Save the Children,NGOs,Education,SDN,,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2021-06-28,2021-05-07,Multiyear,0,EUR,0.826,234065,ECHO/-AF/BUD/2021/91005,2023-10-06,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile, Central Darfur, North Darfur, Khartoum and Al Jazira states of Sudan."",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,,,,Save the Children,NGOs,Education,SDN,,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2022-05-02,2021-05-07,Multiyear,0,EUR,0.826,251175,ECHO/-AF/BUD/2021/91005,2023-10-06,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile, Central Darfur, North Darfur and Khartoum states of Sudan."",538068,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-02,2021-05-07,Multiyear,444444,EUR,0.826,274001,ECHO/-AF/BUD/2021/91005,2023-03-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile states of Sudan (ECHO/-AF/BUD/2021/91005)"",483487,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2021-06-28,2021-05-07,Multiyear,399360,EUR,0.826,274005,ECHO/-AF/BUD/2021/91005,2023-03-20,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile, Central Darfur, North Darfur, Khartoum and Al Jazira states of Sudan."",0,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,,,,Save the Children,NGOs,Education,SDN,,,,2023,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2023-10-05,2021-05-07,Multiyear,0,EUR,0.838,291013,ECHO/-AF/BUD/2021/91005,2023-10-06,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-07,2021,""Provision of safe, inclusive and quality education to conflict-affected and other vulnerable boys and girls, in West Darfur, White Nile and Blue Nile, Central Darfur, North Darfur, Khartoum and Al Jazira states of Sudan."",298329,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,Save the Children,NGOs,Education,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-10-05,2021-05-07,Multiyear,250000,EUR,0.838,291119,ECHO/-AF/BUD/2021/91005,2023-10-09,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2021-05-06,2024,""Emergency food aid for refugees, internally displaced persons and host communities in accordance with Strategic Objective 1 of the WFP country program (excluding UNHAS flights)"",1029056,""Germany, Government of"",Governments,DEU,2021,2021,Sudan Humanitarian Response Plan 2024,HSDN24,1188,World Food Programme,Multilateral Organizations,Food Security,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,commitment,2023-02-16,2021-05-06,Multiyear,850000,EUR,0.826,270585,AA-S09-321.50 AFR 09/21,2023-11-19,2023-12-26";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2020-11-30,2017,Out of plan	Livelihoods	PROSPECTS - Inclusive Jobs and Education for Host Communities Refugees and other Forcibly Displaced Persons in Sudan,5139985,""Netherlands, Government of"",Governments,NLD,2019,2019,,,,International Labour Organization,Multilateral Organizations,Early Recovery,SDN,,,Sudan Complex Emergency 2023,2024,2024,financial,Standard,Traditional aid,incoming,single,paid,2024-02-14,2019-10-28,,,,,301530,SDN/19/50/NLD,2024-02-14,2024-02-14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2020-10-22,2020,""Strengthening the resilience and peaceful coexistence of South Sudanese refugees, internally displaced persons and host communities (BMZ)"",4107981,""Germany, Government of"",Governments,DEU,2020,2020,,,,Deutsche Welthungerhilfe e.V. (German Agro Action),NGOs,Multi-sector,SDN,,,,2020,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2020-10-22,2020-10-22,Multiyear,3500000,EUR,0.852,221031,2020.1866.1,2020-10-23,2024-04-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
